Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
java,org.apache.roller.weblogger.business.search.lucene,ReIndexEntryOperation,doRun,27,3,0,67,0,org.apache.roller.weblogger.business.search.lucene.IndexOperation,org.apache.roller.weblogger.business.search.lucene.IndexOperation; org.apache.roller.weblogger.business.WeblogEntryManager; org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.Weblogger
java,org.apache.roller.weblogger.business.search.lucene,RemoveEntryOperation,RemoveEntryOperation,5,1,3,54,0,,
java,org.apache.roller.weblogger.business.search.lucene,RemoveEntryOperation,doRun,23,2,0,64,0,org.apache.roller.weblogger.business.search.lucene.IndexOperation,org.apache.roller.weblogger.business.search.lucene.IndexOperation; org.apache.roller.weblogger.business.WeblogEntryManager; org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.Weblogger
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,IndexOperation,3,1,1,63,0,,
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,getDocument,52,10,1,69,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.WeblogEntryComment; org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,beginWriting,11,1,0,166,0,org.apache.roller.weblogger.business.search.lucene.LuceneIndexManager,org.apache.roller.weblogger.business.search.lucene.LuceneIndexManager; org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,endWriting,10,2,0,189,0,,
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,run,3,1,0,202,0,org.apache.roller.weblogger.business.search.lucene.IndexOperation,org.apache.roller.weblogger.business.search.lucene.IndexOperation
java,org.apache.roller.weblogger.business.search.lucene,IndexOperation,doRun,0,1,0,210,0,,
java,org.apache.roller.weblogger.business.search,SearchResultMap,SearchResultMap,6,1,4,33,0,,
java,org.apache.roller.weblogger.business.search,SearchResultMap,getLimit,3,1,0,39,0,,
java,org.apache.roller.weblogger.business.search,SearchResultMap,getOffset,3,1,0,42,0,,
java,org.apache.roller.weblogger.business.search,SearchResultMap,getResults,3,1,0,45,0,,
java,org.apache.roller.weblogger.business.search,SearchResultMap,getCategories,3,1,0,48,0,,
java,org.apache.roller.weblogger.business.search,SearchResultList,SearchResultList,6,1,4,32,0,,
java,org.apache.roller.weblogger.business.search,SearchResultList,getLimit,3,1,0,39,0,,
java,org.apache.roller.weblogger.business.search,SearchResultList,getOffset,3,1,0,42,0,,
java,org.apache.roller.weblogger.business.search,SearchResultList,getResults,3,1,0,45,0,,
java,org.apache.roller.weblogger.business.search,SearchResultList,getCategories,3,1,0,48,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,initialize,0,1,0,32,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,shutdown,0,1,0,38,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,release,0,1,0,41,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,isInconsistentAtStartup,0,1,0,46,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,addEntryIndexOperation,0,1,1,49,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,addEntryReIndexOperation,0,1,1,52,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,rebuildWeblogIndex,0,1,1,55,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,rebuildWeblogIndex,0,1,0,57,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,removeWeblogIndex,0,1,1,59,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,removeEntryIndexOperation,0,1,1,62,0,,
java,org.apache.roller.weblogger.business.search,IndexManager,search,0,1,7,65,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,JPAUserManagerImpl,4,1,1,56,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,release,2,1,0,63,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,saveUser,3,1,1,69,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,removeUser,9,2,1,75,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,addUser,21,5,1,91,0,org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl,org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUser,3,1,1,124,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserByUserName,3,1,1,131,0,org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl,org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserByOpenIdUrl,16,2,1,136,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserByUserName,42,8,2,156,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsers,37,6,5,213,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsersStartingWith,31,6,4,257,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserNameLetterMap,13,2,0,293,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUsersByLetter,11,3,3,310,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserCount,6,1,0,326,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getUserByActivationCode,13,2,1,337,0,,
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,checkPermission,21,5,2,354,0,org.apache.roller.weblogger.pojos.WeblogPermission,org.apache.roller.weblogger.pojos.WeblogPermission; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.pojos.GlobalPermission; org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermission,11,1,2,383,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionIncludingPending,11,1,2,396,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermission,19,2,3,409,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantWeblogPermissionPending,19,2,3,434,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.pojos.ObjectPermission; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,confirmWeblogPermission,14,1,2,460,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.pojos.ObjectPermission; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,declineWeblogPermission,13,1,2,481,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,revokeWeblogPermission,19,2,3,500,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.RollerPermission
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissions,5,1,1,528,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissions,5,1,1,536,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionsIncludingPending,5,1,1,544,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getPendingWeblogPermissions,5,1,1,552,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getPendingWeblogPermissions,5,1,1,560,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,hasRole,12,1,2,571,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getRoles,12,3,1,588,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.pojos.UserRole
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,grantRole,6,2,2,605,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.jpa.JPAUserManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,revokeRole,12,1,2,617,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,JPAPingTargetManagerImpl,3,1,1,44,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,removePingTarget,4,1,1,50,0,org.apache.roller.weblogger.business.jpa.JPAPingTargetManagerImpl,org.apache.roller.weblogger.business.jpa.JPAPingTargetManagerImpl; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,removePingTargetContents,8,1,1,58,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,savePingTarget,3,1,1,75,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,getPingTarget,3,1,1,81,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,targetNameExists,8,3,1,87,0,org.apache.roller.weblogger.pojos.PingTarget,org.apache.roller.weblogger.pojos.PingTarget; org.apache.roller.weblogger.business.jpa.JPAPingTargetManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,isUrlWellFormed,14,2,1,104,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,isHostnameKnown,20,3,1,124,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,getCommonPingTargets,4,1,0,145,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingTargetManagerImpl,release,2,1,0,153,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,JPAPingQueueManagerImpl,3,1,1,47,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,getQueueEntry,3,1,1,56,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,saveQueueEntry,4,1,1,63,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,removeQueueEntry,4,1,1,70,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,addQueueEntry,10,2,1,78,0,org.apache.roller.weblogger.business.jpa.JPAPingQueueManagerImpl,org.apache.roller.weblogger.business.jpa.JPAPingQueueManagerImpl; org.apache.roller.weblogger.pojos.AutoPing
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,getAllQueueEntries,3,1,0,99,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,isAlreadyQueued,6,1,1,108,0,org.apache.roller.weblogger.pojos.AutoPing,org.apache.roller.weblogger.pojos.AutoPing
java,org.apache.roller.weblogger.business.jpa,JPAPingQueueManagerImpl,release,2,1,0,118,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,JPAPersistenceStrategy,40,5,1,61,0,org.apache.roller.weblogger.business.DatabaseProvider,org.apache.roller.weblogger.business.DatabaseProvider; org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,refresh,11,2,1,112,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,flush,9,1,0,128,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,release,23,3,0,141,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,store,7,2,1,165,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,remove,5,1,2,180,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,remove,4,1,1,192,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,removeAll,6,2,1,202,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,load,4,1,2,214,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,isTransactionActive,3,1,1,226,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getEntityManager,7,2,1,236,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getThreadLocalEntityManager,8,2,0,250,0,,
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getNamedQuery,6,1,1,262,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getNamedQuery,6,1,2,277,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getNamedQueryCommitFirst,4,1,2,294,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getDynamicQuery,6,1,1,308,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getDynamicQuery,6,1,2,323,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,getNamedUpdate,4,1,1,340,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAPersistenceStrategy,shutdown,5,2,0,352,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,JPAWeblogManagerImpl,5,1,2,86,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,release,2,1,0,94,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,saveWeblog,4,1,1,98,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,removeWeblog,5,1,1,108,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.jpa.JPAWeblogManagerImpl; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,removeWeblogContents,61,9,1,119,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.WeblogPermission; org.apache.roller.weblogger.business.UserManager; org.apache.roller.weblogger.business.WebloggerFactory; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.MediaFileManager; org.apache.roller.weblogger.pojos.WeblogEntryTag; org.apache.roller.weblogger.business.WeblogEntryManager; org.apache.roller.weblogger.business.pings.AutoPingManager; org.apache.roller.weblogger.business.jpa.JPAWeblogManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,updateTagAggregates,12,2,1,226,0,org.apache.roller.weblogger.pojos.TagStat,org.apache.roller.weblogger.pojos.TagStat; org.apache.roller.weblogger.pojos.WeblogEntryTagAggregate
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,saveTemplate,4,1,1,240,0,org.apache.roller.weblogger.business.WeblogManager,org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogTemplate
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,saveTemplateRendition,4,1,1,251,0,org.apache.roller.weblogger.business.WeblogManager,org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogTemplate; org.apache.roller.weblogger.pojos.CustomTemplateRendition
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,removeTemplate,4,1,1,259,0,org.apache.roller.weblogger.business.WeblogManager,org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogTemplate; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,addWeblog,5,1,1,266,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.jpa.JPAWeblogManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,addWeblogContents,47,11,1,273,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.config.WebloggerConfig; org.apache.roller.weblogger.business.UserManager; org.apache.roller.weblogger.business.pings.AutoPingManager; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.MediaFileManager; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.pings.PingTargetManager; org.apache.roller.weblogger.pojos.PingTarget
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblog,3,1,1,351,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogByHandle,3,1,1,356,0,org.apache.roller.weblogger.business.jpa.JPAWeblogManagerImpl,org.apache.roller.weblogger.business.jpa.JPAWeblogManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogByHandle,40,8,2,361,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.jpa.JPAWeblogManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogs,49,12,6,414,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getUserWeblogs,14,4,2,478,0,org.apache.roller.weblogger.pojos.WeblogPermission,org.apache.roller.weblogger.pojos.WeblogPermission; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.UserManager
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogUsers,15,4,2,494,0,org.apache.roller.weblogger.pojos.WeblogPermission,org.apache.roller.weblogger.pojos.WeblogPermission; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.ObjectPermission; org.apache.roller.weblogger.pojos.User
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplate,6,2,1,511,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplateByLink,17,3,2,521,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplateByAction,17,3,2,547,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplateByName,17,3,2,573,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplates,8,2,1,599,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogHandleLetterMap,13,2,0,614,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogsByLetter,11,3,3,630,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,36,7,4,645,0,org.apache.roller.weblogger.pojos.StatCount,org.apache.roller.weblogger.pojos.StatCount; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogCount,4,1,0,698,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,isAlphanumeric,11,4,1,708,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWebloggerModule,configure,25,1,1,62,0,,
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,JPAOAuthManagerImpl,5,1,3,58,0,,
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getServiceProvider,3,1,0,68,0,org.apache.roller.weblogger.business.Weblogger,org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.URLStrategy
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getValidator,3,1,0,76,0,,
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumer,9,2,1,81,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getAccessor,15,4,1,99,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,markAsAuthorized,11,1,2,124,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.OAuthAccessorRecord
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,generateRequestToken,11,1,1,142,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,generateAccessToken,14,1,1,170,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.OAuthAccessorRecord
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,addConsumer,13,1,2,199,0,org.apache.roller.weblogger.pojos.OAuthConsumerRecord,org.apache.roller.weblogger.pojos.OAuthConsumerRecord; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,addConsumer,8,2,1,219,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumer,14,2,0,229,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl; org.apache.roller.weblogger.pojos.OAuthConsumerRecord
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumerByUsername,17,2,1,250,0,org.apache.roller.weblogger.pojos.OAuthConsumerRecord,org.apache.roller.weblogger.pojos.OAuthConsumerRecord; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
