Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,consumerFromRecord,10,3,1,277,0,org.apache.roller.weblogger.pojos.OAuthConsumerRecord,org.apache.roller.weblogger.pojos.OAuthConsumerRecord; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,accessorFromRecord,16,4,1,292,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl; org.apache.roller.weblogger.pojos.OAuthAccessorRecord
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getConsumerByKey,12,1,1,310,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,addAccessor,31,5,1,324,0,org.apache.roller.weblogger.pojos.OAuthAccessorRecord,org.apache.roller.weblogger.pojos.OAuthAccessorRecord; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getAccessorByKey,12,1,1,357,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,getAccessorByToken,12,1,1,371,0,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl,org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,removeConsumer,8,1,1,385,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerImpl,removeAccessor,8,1,1,393,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,JPABookmarkManagerImpl,5,1,2,57,0,,
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,saveBookmark,11,3,1,68,0,org.apache.roller.weblogger.pojos.WeblogBookmark,org.apache.roller.weblogger.pojos.WeblogBookmark; org.apache.roller.weblogger.business.jpa.JPABookmarkManagerImpl; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getBookmark,3,1,1,86,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,removeBookmark,6,1,1,91,0,org.apache.roller.weblogger.pojos.WeblogBookmark,org.apache.roller.weblogger.pojos.WeblogBookmark; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,saveFolder,7,2,1,105,0,org.apache.roller.weblogger.business.WeblogManager,org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.jpa.JPABookmarkManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,removeFolder,6,1,1,119,0,org.apache.roller.weblogger.pojos.WeblogBookmarkFolder,org.apache.roller.weblogger.pojos.WeblogBookmarkFolder; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getFolder,3,1,1,129,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,importBookmarks,19,3,3,138,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.jpa.JPABookmarkManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,importOpmlElement,37,8,2,168,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.jpa.JPABookmarkManagerImpl; org.apache.roller.weblogger.pojos.WeblogBookmarkFolder
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getBookmarks,8,1,1,224,0,,
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getFolder,11,1,2,241,0,,
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getDefaultFolder,14,2,1,257,0,,
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,getAllFolders,8,2,1,276,0,,
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,isDuplicateFolderName,3,1,1,290,0,org.apache.roller.weblogger.pojos.WeblogBookmarkFolder,org.apache.roller.weblogger.pojos.WeblogBookmarkFolder; org.apache.roller.weblogger.business.jpa.JPABookmarkManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPABookmarkManagerImpl,release,2,1,0,301,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,JPAWeblogEntryManagerImpl,5,1,2,82,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,saveWeblogCategory,8,2,1,89,0,org.apache.roller.weblogger.business.WeblogManager,org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeWeblogCategory,12,3,1,104,0,org.apache.roller.weblogger.business.WeblogManager,org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,moveWeblogCategoryContents,14,3,2,128,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,saveComment,4,1,1,155,0,org.apache.roller.weblogger.pojos.WeblogEntryComment,org.apache.roller.weblogger.pojos.WeblogEntryComment; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogEntry
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeComment,4,1,1,166,0,org.apache.roller.weblogger.pojos.WeblogEntryComment,org.apache.roller.weblogger.pojos.WeblogEntryComment; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,saveWeblogEntry,48,15,1,177,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl; org.apache.roller.weblogger.business.pings.AutoPingManager; org.apache.roller.weblogger.pojos.WeblogEntryTag
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeWeblogEntry,26,7,1,254,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.WeblogManager; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.pojos.CommentSearchCriteria; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getNextPrevEntries,52,9,5,298,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogCategories,8,2,1,361,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntries,83,16,1,377,0,org.apache.roller.weblogger.pojos.User,org.apache.roller.weblogger.pojos.User; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntriesPinnedToMain,9,2,1,477,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeWeblogEntryAttribute,9,3,2,493,0,org.apache.roller.weblogger.pojos.WeblogEntryAttribute,org.apache.roller.weblogger.pojos.WeblogEntryAttribute; org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeWeblogEntryTag,6,2,1,512,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.pojos.WeblogEntryTag; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntryByAnchor,34,6,2,519,0,org.apache.roller.weblogger.pojos.Weblog,org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,createAnchor,21,4,1,571,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,isDuplicateWeblogCategoryName,3,1,1,601,0,org.apache.roller.weblogger.pojos.WeblogCategory,org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,isWeblogCategoryInUse,9,2,1,611,0,org.apache.roller.weblogger.pojos.WeblogCategory,org.apache.roller.weblogger.pojos.WeblogCategory; org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getComments,48,10,1,626,0,org.apache.roller.weblogger.pojos.CommentSearchCriteria,org.apache.roller.weblogger.pojos.CommentSearchCriteria; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeMatchingComments,16,2,6,687,0,org.apache.roller.weblogger.pojos.CommentSearchCriteria,org.apache.roller.weblogger.pojos.CommentSearchCriteria; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogCategory,3,1,1,721,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogCategoryByName,11,1,2,733,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getComment,3,1,1,750,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntry,3,1,1,758,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntryObjectMap,14,3,1,766,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria; org.apache.roller.util.DateUtil
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntryStringMap,18,4,1,788,0,org.apache.roller.weblogger.pojos.WeblogEntry,org.apache.roller.weblogger.pojos.WeblogEntry; org.apache.roller.weblogger.pojos.Weblog; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl; org.apache.roller.util.DateUtil; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,44,6,5,814,0,org.apache.roller.weblogger.pojos.StatCount,org.apache.roller.weblogger.pojos.StatCount; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getNextEntry,8,2,3,877,0,org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl,org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPreviousEntry,8,2,3,891,0,org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl,org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,release,2,1,0,905,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,applyCommentDefaultsToEntries,10,2,1,911,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPopularTags,50,7,4,930,0,org.apache.roller.weblogger.pojos.TagStat,org.apache.roller.weblogger.pojos.TagStat; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getTags,50,8,5,998,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.TagStat; org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl; org.apache.roller.weblogger.pojos.Weblog
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getTagComboExists,30,5,2,1061,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,updateTagCount,51,7,3,1109,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.WeblogEntryTagAggregate
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getHitCount,3,1,1,1187,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getHitCountByWeblog,10,1,1,1197,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getHotWeblogs,8,1,3,1212,0,org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl,org.apache.roller.weblogger.business.jpa.JPAWeblogEntryManagerImpl
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,setFirstMax,8,3,3,1232,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getStartDateNow,6,1,1,1242,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,saveHitCount,3,1,1,1250,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeHitCount,3,1,1,1259,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,incrementHitCount,27,5,2,1268,0,org.apache.roller.weblogger.pojos.WeblogHitCount,org.apache.roller.weblogger.pojos.WeblogHitCount; org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,resetAllHitCounts,4,1,0,1304,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,resetHitCount,12,1,1,1313,0,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy,org.apache.roller.weblogger.business.jpa.JPAPersistenceStrategy; org.apache.roller.weblogger.pojos.WeblogHitCount
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getCommentCount,5,1,0,1331,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getCommentCount,6,1,1,1342,0,,
java,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getEntryCount,5,1,0,1354,0,,
