Project,Package,Class,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-In,Fan-Out,File,Line no
java,org.apache.roller.weblogger.ui.struts2.editor,Entries,6,0,15,14,143,25,0,2,0.3333333333333333,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Entries.java,42
java,org.apache.roller.weblogger.ui.struts2.editor,CategoryRemove,5,0,14,14,104,19,0,2,0.2857142857142857,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/CategoryRemove.java,38
java,org.apache.roller.weblogger.ui.struts2.editor,WeblogConfigBean,26,0,52,52,236,54,0,0,0.038461538461538464,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/WeblogConfigBean.java,26
java,org.apache.roller.weblogger.ui.struts2.editor,ThemeEdit,8,0,16,16,166,28,0,2,0.1875,0,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/ThemeEdit.java,42
java,org.apache.roller.weblogger.ui.struts2.ajax,CommentDataServlet,0,0,4,4,86,8,0,0,-1.0,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/ajax/CommentDataServlet.java,38
java,org.apache.roller.weblogger.ui.struts2.ajax,UserDataServlet,2,0,1,1,66,7,0,0,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/ajax/UserDataServlet.java,36
java,org.apache.roller.weblogger.ui.struts2.ajax,ThemeDataServlet,0,0,2,1,55,7,0,0,-1.0,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/ajax/ThemeDataServlet.java,35
java,org.apache.roller.weblogger.ui.struts2.pagers,CommentsPager,4,0,6,5,48,9,0,0,0.0,2,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/pagers/CommentsPager.java,28
java,org.apache.roller.weblogger.ui.struts2.pagers,EntriesPager,4,0,6,5,48,9,0,0,0.0,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/pagers/EntriesPager.java,28
java,org.apache.roller.weblogger.ui.struts2.pagers,MediaFilePager,3,0,6,6,37,6,0,0,0.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/pagers/MediaFilePager.java,25
java,org.apache.roller.weblogger.ui.struts2.core,OAuthAuthorize,4,0,8,8,56,9,0,2,0.625,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/OAuthAuthorize.java,30
java,org.apache.roller.weblogger.ui.struts2.core,OAuthKeys,3,0,8,8,63,12,0,2,0.75,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/OAuthKeys.java,33
java,org.apache.roller.weblogger.ui.struts2.core,MainMenu,3,0,11,11,77,11,0,2,0.6363636363636364,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/MainMenu.java,35
java,org.apache.roller.weblogger.ui.struts2.core,CreateWeblogBean,7,0,14,14,54,14,0,0,0.5,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/CreateWeblogBean.java,22
java,org.apache.roller.weblogger.ui.struts2.core,Setup,6,0,15,15,86,15,0,2,0.26666666666666666,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Setup.java,34
java,org.apache.roller.weblogger.ui.struts2.core,Login,2,0,7,7,37,9,0,2,0.5714285714285714,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Login.java,26
java,org.apache.roller.weblogger.ui.struts2.core,Profile,3,0,8,8,113,24,0,2,0.375,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Profile.java,38
java,org.apache.roller.weblogger.ui.struts2.core,CreateWeblog,3,0,8,8,107,18,0,2,0.5,0,10,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/CreateWeblog.java,43
java,org.apache.roller.weblogger.ui.struts2.core,Install,10,0,15,15,170,26,0,2,0.4666666666666667,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Install.java,37
java,org.apache.roller.weblogger.ui.struts2.core,ProfileBean,11,0,24,24,100,24,0,0,0.16666666666666666,2,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/ProfileBean.java,24
java,org.apache.roller.weblogger.ui.struts2.core,Register,8,1,21,16,269,53,0,2,0.19047619047619047,2,11,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Register.java,45
java,org.apache.roller.weblogger.ui.struts2.admin,PingTargetEdit,3,0,9,7,99,18,0,2,0.4444444444444444,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/PingTargetEdit.java,31
java,org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagementBean,8,0,22,22,119,30,0,0,0.3181818181818182,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalCommentManagementBean.java,33
java,org.apache.roller.weblogger.ui.struts2.admin,CacheInfo,2,0,10,10,50,11,0,2,0.5,0,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/CacheInfo.java,30
java,org.apache.roller.weblogger.ui.struts2.admin,GlobalConfig,9,0,19,18,197,36,0,2,0.21052631578947367,0,11,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalConfig.java,48
java,org.apache.roller.weblogger.ui.struts2.admin,UserEdit,4,0,15,13,193,41,0,2,0.3333333333333333,0,9,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/UserEdit.java,46
java,org.apache.roller.weblogger.ui.struts2.admin,UserAdmin,2,0,8,8,33,8,0,2,0.875,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/UserAdmin.java,32
java,org.apache.roller.weblogger.ui.struts2.admin,PingTargets,4,0,15,15,140,20,0,2,0.26666666666666666,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/PingTargets.java,34
java,org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagement,8,0,21,20,218,36,0,2,0.23809523809523808,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/GlobalCommentManagement.java,48
java,org.apache.roller.weblogger.ui.struts2.admin,PingTargetBean,3,0,8,8,35,8,0,0,0.0,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/PingTargetBean.java,24
java,org.apache.roller.weblogger.ui.struts2.admin,CreateUserBean,13,0,28,28,125,28,0,0,0.07142857142857142,2,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/CreateUserBean.java,31
java,org.apache.roller.weblogger.ui.struts2.util,UISecurityInterceptor,2,0,1,1,57,16,0,0,0.0,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UISecurityInterceptor.java,33
java,org.apache.roller.weblogger.ui.struts2.util,UIActionInterceptor,2,0,1,1,39,7,0,0,0.0,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIActionInterceptor.java,35
java,org.apache.roller.weblogger.ui.struts2.util,UIActionPrepareInterceptor,2,0,1,1,21,4,0,0,0.0,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIActionPrepareInterceptor.java,26
java,org.apache.roller.weblogger.ui.struts2.util,UIActionPreparable,0,0,1,0,6,1,1,0,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIActionPreparable.java,22
java,org.apache.roller.weblogger.ui.struts2.util,UISecurityEnforced,0,0,4,0,23,4,1,0,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UISecurityEnforced.java,24
java,org.apache.roller.weblogger.ui.struts2.util,UIAction,10,3,55,53,245,65,40,1,0.45454545454545453,2,11,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java,46
java,org.apache.roller.weblogger.ui.struts2.util,UIUtils,2,0,4,4,35,4,0,0,1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIUtils.java,29
java,org.apache.roller.weblogger.ui.struts2.util,UIUtils.LocaleComparator,0,0,0,0,9,0,0,0,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIUtils.java,69
java,org.apache.roller.weblogger.ui.struts2.util,KeyValueObject,2,0,6,6,25,6,0,0,0.3333333333333333,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/KeyValueObject.java,22
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarModel,0,0,10,0,28,10,1,0,-1.0,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarModel.java,23
java,org.apache.roller.weblogger.ui.core.tags.calendar,WeblogCalendarModel,11,0,17,15,214,32,1,1,0.0,1,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/WeblogCalendarModel.java,45
java,org.apache.roller.weblogger.ui.core.tags.calendar,BigWeblogCalendarModel,3,0,4,3,112,13,0,2,0.0,1,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/BigWeblogCalendarModel.java,38
java,org.apache.roller.weblogger.ui.core.tags.calendar,CalendarTag,6,0,18,14,227,34,0,0,0.16666666666666666,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/tags/calendar/CalendarTag.java,40
java,org.apache.roller.weblogger.ui.core,RollerContext,3,0,11,8,231,32,1,0,0.36363636363636365,9,10,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerContext.java,63
java,org.apache.roller.weblogger.ui.core,RollerSession,4,1,7,6,116,20,0,0,0.0,6,7,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerSession.java,39
java,org.apache.roller.weblogger.ui.core,RollerLoginSessionManager,4,0,6,4,51,9,0,0,0.3333333333333333,3,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerLoginSessionManager.java,13
java,org.apache.roller.weblogger.ui.core,RollerLoginSessionManager.SingletonHolder,1,0,0,0,3,0,0,0,-1.0,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerLoginSessionManager.java,22
java,org.apache.roller.weblogger.ui.core,RollerLoginSessionManager.SessionCacheHandler,0,0,0,0,7,0,0,1,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/RollerLoginSessionManager.java,26
java,org.apache.roller.weblogger.ui.core,CmaRollerContext,0,0,2,1,14,2,0,1,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/CmaRollerContext.java,24
java,org.apache.roller.weblogger.ui.core.plugins,UIPluginManagerImpl,4,0,5,3,56,9,0,1,0.4,1,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/UIPluginManagerImpl.java,31
java,org.apache.roller.weblogger.ui.core.plugins,TextEditor,0,0,4,4,16,4,0,1,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/TextEditor.java,21
java,org.apache.roller.weblogger.ui.core.plugins,WeblogEntryEditor,0,0,3,0,20,3,2,0,-1.0,3,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/WeblogEntryEditor.java,21
java,org.apache.roller.weblogger.ui.core.plugins,UIPluginManager,0,0,2,0,16,2,1,0,-1.0,4,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/UIPluginManager.java,24
java,org.apache.roller.weblogger.ui.core.plugins,Summernote,0,0,4,4,16,4,0,1,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/plugins/Summernote.java,21
java,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilter,2,0,4,3,50,10,0,0,0.5,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/ValidateSaltFilter.java,41
java,org.apache.roller.weblogger.ui.core.filters,RoleAssignmentFilter,1,0,3,3,16,3,0,0,1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/RoleAssignmentFilter.java,38
java,org.apache.roller.weblogger.ui.core.filters,RoleAssignmentRequestWrapper,1,0,2,2,19,3,0,0,1.0,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/RoleAssignmentFilter.java,68
java,org.apache.roller.weblogger.ui.core.filters,IPBanFilter,1,0,3,3,24,4,0,0,0.6666666666666666,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/IPBanFilter.java,35
java,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilter,0,0,3,3,21,4,0,0,-1.0,0,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/LoadSaltFilter.java,29
java,org.apache.roller.weblogger.ui.core.filters,PersistenceSessionFilter,1,0,3,3,29,4,0,0,1.0,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/PersistenceSessionFilter.java,35
java,org.apache.roller.weblogger.ui.core.filters,CharEncodingFilter,1,0,3,3,37,6,0,0,1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CharEncodingFilter.java,33
java,org.apache.roller.weblogger.ui.core.filters,DebugFilter,1,0,3,3,26,3,0,0,1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/DebugFilter.java,34
java,org.apache.roller.weblogger.ui.core.filters,SpringFirewallExceptionFilter,1,0,3,3,22,3,0,0,1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/SpringFirewallExceptionFilter.java,34
java,org.apache.roller.weblogger.ui.core.filters,CustomOpenIDAuthenticationProcessingFilter,1,0,2,1,42,6,0,0,1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/CustomOpenIDAuthenticationProcessingFilter.java,38
java,org.apache.roller.weblogger.ui.core.filters,InitFilter,2,0,6,3,64,14,0,0,0.5,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/InitFilter.java,36
java,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,2,0,4,3,29,5,0,0,0.5,0,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/filters/BootstrapFilter.java,38
java,org.apache.roller.weblogger.ui.core.util.menu,ParsedMenu,1,0,3,3,15,3,0,0,0.0,1,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/ParsedMenu.java,25
java,org.apache.roller.weblogger.ui.core.util.menu,ParsedTabItem,7,0,14,14,54,14,0,0,0.5,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/ParsedTabItem.java,25
java,org.apache.roller.weblogger.ui.core.util.menu,ParsedTab,6,0,13,13,50,13,0,0,0.46153846153846156,2,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/ParsedTab.java,25
java,org.apache.roller.weblogger.ui.core.util.menu,Menu,1,0,3,2,15,3,0,0,0.0,3,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/Menu.java,25
java,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,3,0,8,1,255,44,0,0,0.375,2,17,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java,47
java,org.apache.roller.weblogger.ui.core.util.menu,MenuTab,4,0,9,9,36,9,0,0,0.4444444444444444,2,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuTab.java,25
java,org.apache.roller.weblogger.ui.core.util.menu,MenuTabItem,3,0,6,6,26,6,0,0,0.5,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuTabItem.java,22
java,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,13,0,3,1,125,17,0,0,0.6666666666666666,2,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java,38
java,org.apache.roller.weblogger.ui.core.security,AutoProvision,0,0,1,0,3,1,1,0,-1.0,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/AutoProvision.java,22
java,org.apache.roller.weblogger.ui.core.security,BasicUserAutoProvision,1,0,2,1,34,6,0,1,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/BasicUserAutoProvision.java,33
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeServices,1,0,2,1,30,4,0,0,0.0,0,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerRememberMeServices.java,33
java,org.apache.roller.weblogger.ui.core.security,RollerUserDetails,0,0,5,0,11,5,0,0,-1.0,1,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetails.java,22
java,org.apache.roller.weblogger.ui.core.security,RollerUserDetailsService,1,0,2,1,77,8,0,0,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetailsService.java,19
java,org.apache.roller.weblogger.ui.core.security,AuthoritiesPopulator,1,0,2,2,47,7,0,0,0.0,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/AuthoritiesPopulator.java,38
java,org.apache.roller.weblogger.ui.core.security,RollerRememberMeAuthenticationProvider,1,0,1,1,11,2,0,0,0.0,0,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerRememberMeAuthenticationProvider.java,27
java,org.apache.roller.weblogger.ui.rendering,RenderingException,0,0,3,3,14,3,0,2,-1.0,3,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/RenderingException.java,24
java,org.apache.roller.weblogger.ui.rendering,RequestMapper,0,0,1,0,9,1,1,0,-1.0,0,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/RequestMapper.java,10
java,org.apache.roller.weblogger.ui.rendering,Renderer,0,0,1,0,9,1,1,0,-1.0,10,1,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/Renderer.java,25
java,org.apache.roller.weblogger.ui.rendering,RendererFactory,0,0,1,0,9,1,1,0,-1.0,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/RendererFactory.java,25
java,org.apache.roller.weblogger.ui.rendering,WeblogRequestMapper,10,0,5,2,273,59,0,1,0.0,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/WeblogRequestMapper.java,38
java,org.apache.roller.weblogger.ui.rendering,RendererManager,2,0,2,1,41,4,0,0,1.0,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/RendererManager.java,30
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,AkismetCommentValidator,3,0,3,3,55,4,0,1,0.6666666666666666,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/AkismetCommentValidator.java,36
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,MathCommentAuthenticator,2,0,2,2,66,5,0,1,1.0,0,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/MathCommentAuthenticator.java,31
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,CommentAuthenticatorUtils,1,0,1,1,16,2,0,0,0.0,2,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/CommentAuthenticatorUtils.java,30
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,ExcessSizeCommentValidator,2,0,3,3,20,4,0,1,0.6666666666666666,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/ExcessSizeCommentValidator.java,28
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,CommentValidationManager,2,0,3,3,42,5,0,0,0.0,2,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/CommentValidationManager.java,31
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,TrackbackLinkbackCommentValidator,1,0,2,2,30,4,0,1,1.0,0,6,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/TrackbackLinkbackCommentValidator.java,32
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,CommentAuthenticator,0,0,2,0,16,2,3,0,-1.0,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/CommentAuthenticator.java,24
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,ExcessLinksCommentValidator,3,0,3,3,25,5,0,1,0.6666666666666666,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/ExcessLinksCommentValidator.java,30
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,LdapCommentAuthenticator,1,0,5,2,127,13,0,1,0.4,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/LdapCommentAuthenticator.java,36
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,BannedwordslistCommentValidator,1,0,2,2,16,3,0,1,1.0,0,4,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/BannedwordslistCommentValidator.java,28
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,CommentValidator,0,0,2,0,15,2,5,0,-1.0,1,2,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/CommentValidator.java,24
java,org.apache.roller.weblogger.ui.rendering.plugins.comments,DefaultCommentAuthenticator,0,0,2,2,11,2,0,1,-1.0,2,0,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/DefaultCommentAuthenticator.java,24
java,org.apache.roller.weblogger.ui.rendering.model,CalendarModel,3,0,5,4,65,10,0,1,0.4,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/model/CalendarModel.java,34
java,org.apache.roller.weblogger.ui.rendering.model,PreviewURLModel,2,0,2,2,29,5,0,2,0.0,0,5,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/model/PreviewURLModel.java,29
java,org.apache.roller.weblogger.ui.rendering.model,MessageModel,1,0,4,4,34,5,0,1,0.5,0,3,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/model/MessageModel.java,28
java,org.apache.roller.weblogger.ui.rendering.model,SearchResultsFeedModel,10,0,14,14,97,19,0,1,0.14285714285714285,0,14,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/model/SearchResultsFeedModel.java,43
java,org.apache.roller.weblogger.ui.rendering.model,FeedModel,7,0,10,10,153,13,0,1,0.2,0,8,/home/samagra-bharti/Desktop/SE/project-1-team-2-1/app/src/main/java/org/apache/roller/weblogger/ui/rendering/model/FeedModel.java,42
